Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
9,01-03-1980,32,509,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),RANE PRATAPSING RAVAJI,5283.0,MAG,PRABHU TENDULKAR SADANAND SONU,3211.0,8,0,0.0,8160,8145,16305,0,0,0,8160,8145,16305,12,0,0.0,6643,5789,12432,0,0,0,6643,5789,12432,12,0,0.0,12432.0,11815.0,617.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
10,01-03-1980,22,751,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,NAIK VISHNU ANANT,3967.0,MAG,NAIK BABAN ANANT,3138.0,8,0,0.0,8759,7772,16531,0,0,0,8759,7772,16531,12,0,0.0,6045,5128,11173,0,0,0,6045,5128,11173,12,0,0.0,11173.0,10850.0,323.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
11,01-03-1980,20,787,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),FERNANDES MICHAEL ANTONIC CARMINHO,4574.0,MAG,BRANCO FRANCISCO AFONSO,3110.0,8,0,0.0,7921,7836,15757,0,0,0,7921,7836,15757,12,0,0.0,5797,5449,11246,0,0,0,5797,5449,11246,12,0,0.0,11246.0,10863.0,383.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
30,01-03-1980,20,742,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,SOLANKI SOMJI BHIKHA,6032.0,IND,FUGRO NARAYAN SHRINIVAS,4633.0,8,0,0.0,6683,8159,14842,0,0,0,6683,8159,14842,12,0,0.0,4447,6525,10972,0,0,0,4447,6525,10972,12,0,0.0,10972.0,10665.0,307.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
29,01-03-1980,30,741,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,TANDEL NARSINHBAI LALLUBHAI,6613.0,IND,MHAWLA GULAMHUSEIN RAMZAN,3968.0,8,0,0.0,10605,11646,22251,0,0,0,10605,11646,22251,12,0,0.0,6555,8515,15070,0,0,0,6555,8515,15070,12,0,0.0,15070.0,14144.0,926.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
28,01-03-1980,22,732,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),SHAIKH HASSAN HAROON,4018.0,MAG,AROLKAR JAGANNATH KESHAV,3339.0,8,0,0.0,9404,6704,16108,0,0,0,9404,6704,16108,12,0,0.0,5624,3533,9157,0,0,0,5624,3533,9157,12,0,0.0,9157.0,8833.0,324.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
27,01-03-1980,26,717,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),DOURADAO NARCULANO LUIS,5780.0,MAG,BANDEKAR SHANKAR VISHNU,2510.0,8,0,0.0,10141,8522,18663,0,0,0,10141,8522,18663,12,0,0.0,6960,5276,12236,0,0,0,6960,5276,12236,12,0,0.0,12236.0,11863.0,373.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
26,01-03-1980,24,682,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),FROILANO NANCHADO,6296.0,MAG,CAETANO BARRETO,3077.0,8,0,0.0,7737,8632,16369,0,0,0,7737,8632,16369,12,0,0.0,5081,5949,11030,0,0,0,5081,5949,11030,12,0,0.0,11030.0,10718.0,312.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
3,01-03-1980,25,744,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,CHODANKAR CHANDRAKANT UTTAM,5841.0,MAG,SALGAUKAR LADU BUTHI,4084.0,8,0,0.0,8912,9691,18603,0,0,0,8912,9691,18603,12,0,0.0,6462,6649,13111,0,0,0,6462,6649,13111,12,0,0.0,13111.0,12603.0,508.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
25,01-03-1980,28,648,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),SARDINHA FRANCISCO CAETANO,7418.0,MAG,COSTA SEBASTAO VICENTE,2561.0,8,0,0.0,8711,9460,18171,0,0,0,8711,9460,18171,12,0,0.0,5368,5940,11308,0,0,0,5368,5940,11308,12,0,0.0,11308.0,10956.0,352.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
23,01-03-1980,23,733,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),PALEIRO LUISINHO JOAQUIM,7715.0,MAG,TEMUDO BENELITO FRANCISCO,2287.0,8,0,0.0,8350,8531,16881,0,0,0,8350,8531,16881,12,0,0.0,5188,5510,10698,0,0,0,5188,5510,10698,12,0,0.0,10698.0,10465.0,233.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
22,01-03-1980,24,752,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),CRUZ FRANCISCO MONTE P. D.,7936.0,MAG,CARDOZO RAUL JOAQUIM,1852.0,8,0,0.0,8706,9343,18049,0,0,0,8706,9343,18049,12,0,0.0,4907,6070,10977,0,0,0,4907,6070,10977,12,0,0.0,10977.0,10696.0,281.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
21,01-03-1980,27,711,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),VAZ J. MARIO EMERCIANE,7328.0,MAG,VAZ AFRONIO JOAQUIM PIEDADE,2555.0,8,0,0.0,9209,9990,19199,0,0,0,9209,9990,19199,12,0,0.0,4811,6322,11133,0,0,0,4811,6322,11133,12,0,0.0,11133.0,10850.0,283.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
20,01-03-1980,27,712,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),GAUNS DESSAI VAIKUNT GOVIND,7073.0,MAG,NAIK VITHAL SONU,4474.0,8,0,0.0,9903,9339,19242,0,0,0,9903,9339,19242,12,0,0.0,6643,6229,12872,0,0,0,6643,6229,12872,12,0,0.0,12872.0,12565.0,307.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
19,01-03-1980,29,602,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),GAONKAR VASSU PAIK,8855.0,MAG,NAMSHIKAR EKNATH TUKARAM,3752.0,8,0,0.0,8619,8844,17463,0,0,0,8619,8844,17463,12,0,0.0,6585,6558,13143,0,0,0,6585,6558,13143,12,0,0.0,13143.0,12768.0,375.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
18,01-03-1980,29,487,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),DESSAI DILKUSH FETTU,4132.0,MAG,VELIP JIVA KUSTA,3656.0,8,0,0.0,7257,6867,14124,0,0,0,7257,6867,14124,12,0,0.0,5643,4573,10216,0,0,0,5643,4573,10216,12,0,0.0,10216.0,9789.0,427.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
17,01-03-1980,31,576,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),NAIK TARI GURUDAS VASUDEV,6365.0,MAG,KARMALKAR VINAYAK DHARMU,4562.0,8,0,0.0,9678,8196,17874,0,0,0,9678,8196,17874,12,0,0.0,7036,5738,12774,0,0,0,7036,5738,12774,12,0,0.0,12774.0,12346.0,428.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
16,01-03-1980,27,651,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),PRABHU RAMCHANDRA TUKARAM,6315.0,MAG,NAIK JAYKRISHNA PUTU,5891.0,8,0,0.0,8899,8690,17589,0,0,0,8899,8690,17589,12,0,0.0,6999,6451,13450,0,0,0,6999,6451,13450,12,0,0.0,13450.0,13194.0,256.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
15,01-03-1980,27,729,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),AGUIAR JOILDO SOUZA,6700.0,MAG,NAIK RAVI SITARAM,6009.0,8,0,0.0,10931,8764,19695,0,0,0,10931,8764,19695,12,0,0.0,8043,6324,14367,0,0,0,8043,6324,14367,12,0,0.0,14367.0,14025.0,342.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
14,01-03-1980,24,678,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,GAUNKAR BABUSO SAULO,6377.0,IND,PANJIKAR SASHI GOVIND,3155.0,8,0,0.0,8281,7991,16272,0,0,0,8281,7991,16272,12,0,0.0,6467,5666,12133,0,0,0,6467,5666,12133,12,0,0.0,12133.0,11645.0,488.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
13,01-03-1980,19,744,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),PEREIRA TEOTONIO FRANCISCO PAULO,4200.0,MAG,CUNCOLENKAR SRIPAD LAXMAN,3429.0,8,0,0.0,7082,7054,14136,0,0,0,7082,7054,14136,12,0,0.0,5081,4837,9918,0,0,0,5081,4837,9918,12,0,0.0,9918.0,9463.0,455.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
12,01-03-1980,27,636,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,CHODANKAR VINAYAK DHARMA,4876.0,IND,MAYENKAR MUKUND NARAYAN,3143.0,8,0,0.0,8231,8960,17191,0,0,0,8231,8960,17191,12,0,0.0,5913,6257,12170,0,0,0,5913,6257,12170,12,0,0.0,12170.0,11790.0,380.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
24,01-03-1980,19,807,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC(U),NAIK ANANT NARCINVA,6502.0,MAG,SHIRODKAR GOKULDAS SHANU,2628.0,8,0,0.0,7961,7376,15337,0,0,0,7961,7376,15337,12,0,0.0,5119,4612,9731,0,0,0,5119,4612,9731,12,0,0.0,9731.0,9538.0,193.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
2,01-03-1980,25,628,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,KHALAP RAMAKANT DATTARAM,5703.0,INC(I),PARAB GOPAL ATMARAM,5301.0,8,0,0.0,7825,7887,15712,0,0,0,7825,7887,15712,12,0,0.0,5848,5744,11592,0,0,0,5848,5744,11592,12,0,0.0,11592.0,11242.0,350.0,0.0,0.0,10,0,0.0,1980,AE,,,,,,,,,,,,,,,,,,,
21,27-12-1984,27,746,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,FERNANDES MANU,5535.0,IND,NAIQUE DESSAI MOTILAL ROGUNATA,2893.0,8,0,0.0,9570,10595,20165,0,0,0,9570,10595,20165,12,0,0.0,5643,7305,12948,0,0,0,5643,7305,12948,12,0,0.0,12948.0,12598.0,350.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
22,27-12-1984,25,761,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CRUZ FRANCISCO MONTE PIEDADE,7280.0,IND,CHURCHIL ALEMAO,5555.0,8,0,0.0,8755,10275,19030,0,0,0,8755,10275,19030,12,0,0.0,5911,7377,13288,0,0,0,5911,7377,13288,12,0,0.0,13288.0,12993.0,295.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
2,27-12-1984,25,672,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,KHALAP RAMAKANT DATTARAM,6652.0,INC,PARAB GOPAL ATMARAM,4667.0,8,0,0.0,8597,8208,16805,0,0,0,8597,8208,16805,12,0,0.0,6725,6616,13341,0,0,0,6725,6616,13341,12,0,0.0,13341.0,12989.0,352.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
23,27-12-1984,25,831,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,FALEIRO LUIZINHO,9126.0,INC,TEMUDO BENEDITO FRANCIS,3472.0,8,0,0.0,10223,10576,20799,0,0,0,10223,10576,20799,12,0,0.0,6949,6766,13715,0,0,0,6949,6766,13715,12,0,0.0,13715.0,13405.0,310.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
24,27-12-1984,19,923,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BHEMBRE UDAY LAXMIKANT,6132.0,INC,NAIK ANANTA NARCINVA,4775.0,8,0,0.0,9032,8519,17551,0,0,0,9032,8519,17551,12,0,0.0,6164,5836,12000,0,0,0,6164,5836,12000,12,0,0.0,12000.0,11548.0,452.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
25,27-12-1984,29,702,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SARDINHA FRANCISCO CAETANO,9452.0,IND,DIAS INACIO CAETANO MARCELINO,3787.0,8,0,0.0,9943,10432,20375,0,0,0,9943,10432,20375,12,0,0.0,6526,7355,13881,0,0,0,6526,7355,13881,12,0,0.0,13881.0,13530.0,351.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
26,27-12-1984,24,761,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BARBOSA LUIS PROTO,4818.0,IND,FERNANDES ANTONIO FRANCISCO PAULO,3195.0,8,0,0.0,8663,9620,18283,0,0,0,8663,9620,18283,12,0,0.0,5593,6254,11847,0,0,0,5593,6254,11847,12,0,0.0,11847.0,11501.0,346.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
27,27-12-1984,31,759,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,D'SOUZA SIMON PETER,5865.0,IND,DOURADO HERCULANO TEODORO,3171.0,8,0,0.0,12953,10584,23537,0,0,0,12953,10584,23537,12,0,0.0,8564,7122,15686,0,0,0,8564,7122,15686,12,0,0.0,15686.0,15207.0,479.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
28,27-12-1984,26,766,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHAIKH HASSAN HAROON,6425.0,MAG,AMONKAR PADMANABH HARI,2873.0,8,0,0.0,11163,8766,19929,0,0,0,11163,8766,19929,12,0,0.0,7300,5530,12830,0,0,0,7300,5530,12830,12,0,0.0,12830.0,12497.0,333.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
29,27-12-1984,30,843,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,PRABHAKAR JIVANBHAI SOMABHAI,5316.0,IND,PATEL DAHYABHAI VALLABHABHAI,3451.0,8,0,0.0,12349,12947,25296,0,0,0,12349,12947,25296,12,0,0.0,8879,10042,18921,0,0,0,8879,10042,18921,12,0,0.0,18921.0,17935.0,986.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
30,27-12-1984,22,766,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SOLANKI SHAMJIBHAI BHIKHA,6109.0,IND,FUGRO NARAYAN SHRINIVASS,5727.0,8,0,0.0,7700,9163,16863,0,0,0,7700,9163,16863,12,0,0.0,5132,7463,12595,0,0,0,5132,7463,12595,12,0,0.0,12595.0,12147.0,448.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
20,27-12-1984,27,804,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VOIKUNT DESSAI,5375.0,IND,FERNANDES DOMNIC JOAQUIM,4790.0,8,0,0.0,11100,10611,21711,0,0,0,11100,10611,21711,12,0,0.0,7973,7584,15557,0,0,0,7973,7584,15557,12,0,0.0,15557.0,15155.0,402.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
1,27-12-1984,29,582,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BANDEKAR SHAMBHU BHAVTI,4648.0,MAG,PEDNEKAR MAHOHAR,4632.0,8,0,0.0,8461,8417,16878,0,0,0,8461,8417,16878,12,0,0.0,6078,6013,12091,0,0,0,6078,6013,12091,12,0,0.0,12091.0,11563.0,528.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
18,27-12-1984,31,517,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,VELIP PRAKASH SHANKAR,4644.0,INC,PHAL DESSAI SAHNKAR,3685.0,8,0,0.0,8309,7740,16049,0,0,0,8309,7740,16049,12,0,0.0,6394,5559,11953,0,0,0,6394,5559,11953,12,0,0.0,11953.0,11521.0,432.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
17,27-12-1984,35,570,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NAIK PANDU VASSU,5553.0,IND,DESSAI MADAVARAO SHIVAJIRAO,3510.0,8,0,0.0,10481,9487,19968,0,0,0,10481,9487,19968,12,0,0.0,7891,6930,14821,0,0,0,7891,6930,14821,12,0,0.0,14821.0,14207.0,614.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
16,27-12-1984,28,692,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHIRODKER SUBHASH ANKUSH,6722.0,IND,SHIRODKAR JAIKRISHNA PUTU,3102.0,8,0,0.0,9740,9645,19385,0,0,0,9740,9645,19385,12,0,0.0,7493,6864,14357,0,0,0,7493,6864,14357,12,0,0.0,14357.0,13861.0,496.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
19,27-12-1984,33,590,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GAONKAR VASSU PAIK,7031.0,IND,KAKODKAR SHASHIKALA GURUDUTT,3973.0,8,0,0.0,9838,9654,19492,0,0,0,9838,9654,19492,12,0,0.0,7595,7612,15207,0,0,0,7595,7612,15207,12,0,0.0,15207.0,14713.0,494.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
14,27-12-1984,24,747,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,GAUNKAR BABUSSO SANVLO,6448.0,INC,NAIK SHAMA MAHANANDU,4449.0,8,0,0.0,9166,8777,17943,0,0,0,9166,8777,17943,12,0,0.0,7421,6576,13997,0,0,0,7421,6576,13997,12,0,0.0,13997.0,13554.0,443.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
3,27-12-1984,25,814,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,NAIK ASHOK TUKARAM,5967.0,INC,CHODANKAR CHANDRAKANT UTTAM,5201.0,8,0,0.0,9878,10476,20354,0,0,0,9878,10476,20354,12,0,0.0,7506,7670,15176,0,0,0,7506,7670,15176,12,0,0.0,15176.0,14742.0,434.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
15,27-12-1984,27,790,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,NAIK RAVI SITARAM,7384.0,INC,NAIK GAUNEKAR ANIL NORSU,4762.0,8,0,0.0,11322,10016,21338,0,0,0,11322,10016,21338,12,0,0.0,8982,7446,16428,0,0,0,8982,7446,16428,12,0,0.0,16428.0,16000.0,428.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
5,27-12-1984,27,733,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,DIUCAR CHANDRESHKAR SIHIVRAM,4649.0,INC,DHURI ULHAS BHIKU,4257.0,8,0,0.0,9631,10160,19791,0,0,0,9631,10160,19791,12,0,0.0,7095,7364,14459,0,0,0,7095,7364,14459,12,0,0.0,14459.0,14019.0,440.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
6,27-12-1984,26,858,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NARVEKAR DAYANAND GANESH,7858.0,IND,ALVARES GABRIEL FELIX,4402.0,8,0,0.0,10458,11855,22313,0,0,0,10458,11855,22313,12,0,0.0,7801,8175,15976,0,0,0,7801,8175,15976,12,0,0.0,15976.0,15640.0,336.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
7,27-12-1984,26,792,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,PRABHU ZANTYE HARISH NARAYAN,8607.0,MAG,NAIK VINAYAK VASUDEO,4782.0,8,0,0.0,10619,9973,20592,0,0,0,10619,9973,20592,12,0,0.0,7901,7800,15701,0,0,0,7901,7800,15701,12,0,0.0,15701.0,15033.0,668.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
4,27-12-1984,25,864,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,MALIK SHRIKANT KESHAV,5995.0,IND,D' SOUZA WILFRED A.,5765.0,8,0,0.0,10043,11562,21605,0,0,0,10043,11562,21605,12,0,0.0,7196,8548,15744,0,0,0,7196,8548,15744,12,0,0.0,15744.0,15424.0,320.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
9,27-12-1984,32,605,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RANE SARDESAR PRATAPSING RAOJI,7769.0,MAG,SADEKAR VASUDEO JANARDHAN,4639.0,8,0,0.0,9939,9422,19361,0,0,0,9939,9422,19361,12,0,0.0,7770,7685,15455,0,0,0,7770,7685,15455,12,0,0.0,15455.0,14725.0,730.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
10,27-12-1984,22,748,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GONSALVES JOAO BAPTISTA FLORINO,4844.0,MAG,NAIK BABAN ANANT,1867.0,8,0,0.0,8722,7735,16457,0,0,0,8722,7735,16457,12,0,0.0,5504,5294,10798,0,0,0,5504,5294,10798,12,0,0.0,10798.0,10565.0,233.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
